"","item_name","category","sub_category","Channel","central","east","north","south","west","total_sales"
"2349","Be45093ks","Fruits & Veggies","Fresh Vegetables","Online",0,2276,0,0,0,2276
"2350","Be52627ks","Oil & Masala","Edible Oil & Ghee","Online",0,2231,0,0,0,2231
"2351","Eg62563gs","Bakery","Breads & Buns","Instore",1443,0,0,0,0,1443
"2352","Fo33469es","Beverages","Health Drinks","Online",1999,857,0,0,0,2856
"2353","Fr37078ts","Beverages","Soft Drinks","Online",679,0,0,0,0,679
"2354","Sn47802es","Eggs, Meat & Fish","Eggs","Online",1474,0,0,0,0,1474
"2355","Sn52148es","Food Grains","Organic Staples","Online",0,0,0,0,1891,1891
"2356","Be24785ks","Fruits & Veggies","Organic Fruits","Online",2115,0,0,0,0,2115
"2357","Eg99775en","Snacks","Chocolates","Instore",0,1850,0,0,0,1850
"2358","Fo21565ur","Snacks","Noodles","Instore",795,0,0,0,0,795
"2359","Fr89870es","Beverages","Soft Drinks","Online",0,0,0,0,937,937
"2360","Oi39052ee","Eggs, Meat & Fish","Chicken","Online",0,4202,0,0,0,4202
"2361","Sn21798es","Food Grains","Atta & Flour","Online",0,2471,0,0,0,2471
"2362","Fr99433ts","Fruits & Veggies","Organic Vegetables","Instore",1112,0,0,0,0,1112
"2363","Oi19650as","Oil & Masala","Edible Oil & Ghee","Instore",981,0,0,0,0,981
"2364","Sn26162es","Snacks","Noodles","Online",0,1947,0,0,595,2542
"2365","Be65670ks","Fruits & Veggies","Fresh Fruits","Online",0,1310,0,0,0,1310
"2366","Be42492ks","Oil & Masala","Masalas","Online",1540,1306,0,0,1934,4780
"2367","Eg45475sh","Snacks","Noodles","Online",0,1388,0,0,0,1388
"2368","Fr33895ts","Beverages","Health Drinks","Instore",0,0,0,636,0,636
"2369","Oi68799as","Beverages","Soft Drinks","Instore",0,788,0,0,0,788
"2370","Oi33162es","Eggs, Meat & Fish","Fish","Instore",0,0,0,0,2004,2004
"2371","Sn82565es","Fruits & Veggies","Fresh Fruits","Instore",0,1241,0,0,0,1241
"2372","Sn40572es","Oil & Masala","Masalas","Instore",0,0,0,0,1239,1239
"2373","Ba38639ts","Oil & Masala","Spices","Online",0,701,0,0,786,1487
"2374","Ba27445ns","Snacks","Chocolates","Online",0,1138,0,1842,0,2980
"2375","Be38703ks","Snacks","Noodles","Instore",0,0,0,2235,0,2235
"2376","Be64386ks","Bakery","Biscuits","Instore",0,0,0,0,1641,1641
"2377","Eg62380sh","Bakery","Breads & Buns","Online",2351,1230,0,0,0,3581
"2378","Fr35847es","Beverages","Health Drinks","Instore",0,1405,0,0,0,1405
"2379","Fr19586ts","Beverages","Soft Drinks","Instore",3131,1591,0,0,0,4722
"2380","Fr76773es","Eggs, Meat & Fish","Fish","Online",0,1565,0,0,0,1565
"2381","Oi33279ee","Fruits & Veggies","Fresh Vegetables","Online",1433,0,0,0,1932,3365
"2382","Oi12144as","Fruits & Veggies","Organic Fruits","Instore",0,0,0,1460,0,1460
"2383","Oi94591es","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,0,1003,1003
"2384","Ba16847ns","Oil & Masala","Edible Oil & Ghee","Online",0,0,0,816,0,816
"2385","Ba91061es","Oil & Masala","Masalas","Online",0,2172,0,0,0,2172
"2386","Be64612ks","Oil & Masala","Spices","Instore",1239,0,0,0,0,1239
"2387","Be69120ks","Bakery","Breads & Buns","Instore",0,921,0,0,0,921
"2388","Eg36247en","Bakery","Cakes","Online",0,916,0,0,0,916
"2389","Fo71596es","Beverages","Health Drinks","Online",0,1761,0,0,0,1761
"2390","Fo2524ce","Beverages","Soft Drinks","Online",0,506,0,0,0,506
"2391","Fr42529ts","Eggs, Meat & Fish","Chicken","Instore",0,3338,0,0,0,3338
"2392","Fr81785es","Food Grains","Organic Staples","Instore",0,0,0,1536,0,1536
"2393","Fr23197es","Food Grains","Rice","Online",0,2045,0,1416,4781,8242
"2394","Oi73405ee","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,0,2491,2491
"2395","Sn99164es","Fruits & Veggies","Fresh Vegetables","Instore",0,1213,0,3022,0,4235
"2396","Ba99515ns","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,0,941,941
"2397","Be57566ks","Oil & Masala","Edible Oil & Ghee","Instore",0,0,0,0,4459,4459
"2398","Eg24569on","Snacks","Cookies","Online",0,588,0,0,0,588
"2399","Fo27045es","Bakery","Breads & Buns","Instore",0,732,0,0,1117,1849
"2400","Fr53833ts","Beverages","Health Drinks","Instore",2340,0,0,0,0,2340
"2401","Fr57476es","Eggs, Meat & Fish","Mutton","Online",2220,0,0,0,0,2220
"2402","Fr12991ts","Food Grains","Organic Staples","Instore",0,0,0,0,1653,1653
"2403","Oi58033as","Fruits & Veggies","Fresh Fruits","Instore",0,683,0,0,1355,2038
"2404","Sn78305es","Fruits & Veggies","Fresh Vegetables","Online",1915,0,0,0,0,1915
"2405","Ba73116es","Fruits & Veggies","Organic Fruits","Online",0,0,0,980,0,980
"2406","Be62355ks","Oil & Masala","Masalas","Instore",0,4681,0,0,0,4681
"2407","Eg58972en","Snacks","Chocolates","Instore",595,0,0,0,0,595
"2408","Fo71088ur","Bakery","Cakes","Online",0,0,0,0,636,636
"2409","Fo97292ce","Beverages","Health Drinks","Online",0,3496,0,0,0,3496
"2410","Fr59694ts","Eggs, Meat & Fish","Chicken","Instore",2303,0,0,0,0,2303
"2411","Oi81944ee","Food Grains","Atta & Flour","Instore",0,2258,0,0,0,2258
"2412","Oi28597as","Food Grains","Rice","Online",1540,0,0,0,0,1540
"2413","Sn79629es","Fruits & Veggies","Organic Fruits","Instore",0,0,0,0,570,570
"2414","Ba29259ts","Oil & Masala","Edible Oil & Ghee","Instore",2061,1655,0,0,0,3716
"2415","Ba77502ns","Oil & Masala","Masalas","Instore",0,0,0,0,2296,2296
"2416","Be36589ks","Snacks","Chocolates","Instore",0,0,0,0,2432,2432
"2417","Eg11641on","Bakery","Biscuits","Instore",0,1873,0,0,0,1873
"2418","Fo27761ur","Bakery","Breads & Buns","Instore",0,902,0,0,0,902
"2419","Fr73848ts","Beverages","Health Drinks","Online",0,0,0,2255,0,2255
"2420","Fr64496ts","Eggs, Meat & Fish","Mutton","Instore",0,0,0,1835,0,1835
"2421","Sn13267es","Food Grains","Atta & Flour","Online",0,0,0,690,0,690
"2422","Sn7928es","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,2123,0,2123
"2423","Ba49210ts","Fruits & Veggies","Organic Fruits","Online",0,1140,0,1377,0,2517
"2424","Ba52582es","Snacks","Chocolates","Online",0,0,0,0,1572,1572
"2425","Be92828ks","Snacks","Cookies","Online",0,745,0,0,0,745
"2426","Be39838ks","Bakery","Biscuits","Instore",4344,968,0,0,0,5312
"2427","Eg152on","Bakery","Cakes","Instore",765,0,0,0,0,765
"2428","Fo17142ur","Beverages","Health Drinks","Instore",0,0,0,0,920,920
"2429","Fo53739es","Beverages","Soft Drinks","Instore",0,0,0,0,2043,2043
"2430","Fr87168es","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,2411,2411
"2431","Oi16295es","Food Grains","Atta & Flour","Online",885,0,0,0,0,885
"2432","Sn84569es","Food Grains","Dals & Pulses","Instore",0,0,0,2122,1546,3668
"2433","Sn88098es","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,1995,0,1995
"2434","Sn67878es","Oil & Masala","Spices","Instore",0,768,0,0,0,768
"2435","Ba36885ts","Snacks","Chocolates","Instore",698,0,0,0,760,1458
"2436","Be57522ks","Snacks","Cookies","Instore",0,0,0,0,1577,1577
"2437","Eg31929en","Snacks","Noodles","Online",0,0,0,0,1826,1826
"2438","Eg29881sh","Bakery","Biscuits","Instore",0,0,0,965,0,965
"2439","Fo8292es","Beverages","Soft Drinks","Online",0,0,0,0,930,930
"2440","Fr19533ts","Eggs, Meat & Fish","Chicken","Online",0,0,0,1840,1378,3218
"2441","Fr20782ts","Eggs, Meat & Fish","Fish","Online",0,0,0,0,1128,1128
"2442","Fr43297es","Food Grains","Organic Staples","Instore",0,0,0,0,700,700
"2443","Oi44541as","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,0,635,635
"2444","Sn57995es","Fruits & Veggies","Organic Fruits","Online",0,0,0,0,1946,1946
"2445","Sn30710es","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,1941,1941
"2446","Ba9198ns","Oil & Masala","Masalas","Online",0,0,0,1113,0,1113
"2447","Eg97500en","Snacks","Cookies","Online",955,0,0,0,0,955
"2448","Eg94262sh","Snacks","Noodles","Online",0,2156,0,0,0,2156
"2449","Fo92917ur","Bakery","Breads & Buns","Online",1343,763,0,0,0,2106
"2450","Fo36633es","Eggs, Meat & Fish","Chicken","Instore",1477,0,0,0,0,1477
"2451","Oi34617as","Eggs, Meat & Fish","Fish","Online",0,3634,0,0,0,3634
"2452","Oi18745es","Food Grains","Atta & Flour","Online",0,0,0,0,1127,1127
"2453","Sn29621es","Food Grains","Dals & Pulses","Online",0,1853,0,0,0,1853
"2454","Sn63860es","Oil & Masala","Masalas","Online",0,0,0,0,1790,1790
"2455","Ba65737ns","Oil & Masala","Spices","Instore",0,2434,0,0,0,2434
"2456","Be58798ks","Snacks","Cookies","Online",0,3746,0,0,0,3746
"2457","Be93579ks","Snacks","Noodles","Instore",660,0,0,0,0,660
"2458","Fo25860es","Bakery","Breads & Buns","Online",0,2368,0,0,0,2368
"2459","Fo30797ce","Beverages","Health Drinks","Instore",2228,0,0,0,629,2857
"2460","Fr78442es","Beverages","Soft Drinks","Instore",0,0,0,0,2467,2467
"2461","Oi88588ee","Food Grains","Organic Staples","Online",0,0,0,0,2060,2060
"2462","Oi71930es","Food Grains","Rice","Instore",0,0,0,0,2263,2263
"2463","Sn80863es","Fruits & Veggies","Fresh Vegetables","Instore",0,755,0,2299,0,3054
"2464","Sn17035es","Oil & Masala","Edible Oil & Ghee","Instore",0,0,0,0,852,852
"2465","Ba95757es","Oil & Masala","Spices","Instore",0,0,0,2063,0,2063
"2466","Be60376ks","Snacks","Chocolates","Online",0,0,0,0,893,893
"2467","Be51786ks","Snacks","Noodles","Instore",1435,1177,0,2116,1637,6365
"2468","Eg31160en","Bakery","Cakes","Online",0,0,0,0,1275,1275
"2469","Fr55606es","Beverages","Health Drinks","Online",0,0,0,1545,0,1545
"2470","Fr90945es","Beverages","Soft Drinks","Instore",2684,0,0,0,0,2684
"2471","Oi61809as","Eggs, Meat & Fish","Chicken","Online",1833,0,0,0,0,1833
"2472","Sn39340es","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,0,571,571
"2473","Sn65402es","Fruits & Veggies","Organic Vegetables","Instore",1175,0,0,0,2436,3611
"2474","Ba14928ns","Oil & Masala","Masalas","Online",0,0,0,0,4165,4165
"2475","Be48075ks","Snacks","Chocolates","Instore",0,1873,0,0,0,1873
"2476","Eg74385en","Snacks","Cookies","Online",0,842,0,0,0,842
"2477","Eg35037sh","Bakery","Breads & Buns","Online",0,522,0,0,0,522
"2478","Fr70165es","Beverages","Soft Drinks","Instore",1225,0,0,0,799,2024
"2479","Oi14770es","Eggs, Meat & Fish","Chicken","Instore",0,1398,0,1329,0,2727
"2480","Sn7181es","Eggs, Meat & Fish","Fish","Online",0,648,0,0,1710,2358
"2481","Sn10810es","Fruits & Veggies","Fresh Vegetables","Instore",898,0,0,0,0,898
"2482","Be54956ks","Oil & Masala","Spices","Instore",0,0,0,0,1293,1293
"2483","Eg88843on","Snacks","Chocolates","Instore",1130,0,0,0,0,1130
"2484","Fr22540ts","Snacks","Noodles","Instore",0,2250,0,907,0,3157
"2485","Fr99381ts","Beverages","Health Drinks","Online",1480,0,0,0,0,1480
"2486","Sn63457es","Eggs, Meat & Fish","Mutton","Instore",0,1311,0,0,0,1311
"2487","Sn85790es","Fruits & Veggies","Fresh Fruits","Instore",0,861,0,0,0,861
"2488","Be56505ks","Fruits & Veggies","Organic Fruits","Online",0,3943,0,0,0,3943
"2489","Fo56746ce","Snacks","Cookies","Instore",0,0,0,0,837,837
"2490","Fr97438ts","Snacks","Noodles","Online",0,1343,0,0,0,1343
"2491","Fr36139es","Beverages","Health Drinks","Instore",0,0,0,0,1388,1388
"2492","Sn21955es","Food Grains","Rice","Online",0,1558,0,0,867,2425
"2493","Ba37167ts","Fruits & Veggies","Fresh Fruits","Online",0,2252,0,0,0,2252
"2494","Ba94530es","Fruits & Veggies","Fresh Vegetables","Instore",2422,0,0,0,0,2422
"2495","Eg40620gs","Snacks","Noodles","Instore",0,1799,0,0,0,1799
"2496","Eg20968on","Bakery","Biscuits","Instore",0,0,0,1270,0,1270
"2497","Fr8709ts","Bakery","Cakes","Instore",0,0,0,2084,0,2084
"2498","Fr23704ts","Eggs, Meat & Fish","Eggs","Online",0,1025,0,0,0,1025
"2499","Oi15830as","Eggs, Meat & Fish","Mutton","Instore",0,949,0,0,0,949
"2500","Oi70704es","Fruits & Veggies","Fresh Fruits","Online",0,0,0,0,557,557
"2501","Ba57034es","Fruits & Veggies","Organic Fruits","Instore",0,580,0,0,0,580
"2502","Be84570ks","Oil & Masala","Masalas","Instore",0,0,0,1898,0,1898
"2503","Be83752ks","Oil & Masala","Spices","Online",600,0,0,0,0,600
"2504","Eg14826gs","Bakery","Cakes","Online",0,2129,0,0,0,2129
"2505","Fo90379es","Beverages","Health Drinks","Online",809,0,0,0,0,809
"2506","Fr38922es","Beverages","Soft Drinks","Online",0,2619,0,0,0,2619
"2507","Sn89775es","Eggs, Meat & Fish","Eggs","Online",1853,0,0,0,0,1853
"2508","Eg37653en","Food Grains","Organic Staples","Instore",0,2352,0,0,3580,5932
"2509","Eg70230sh","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,1024,1167,2191
"2510","Eg92606on","Snacks","Noodles","Online",0,595,0,0,0,595
"2511","Fo3904es","Eggs, Meat & Fish","Chicken","Instore",0,2406,0,0,0,2406
"2512","Fr48465ts","Eggs, Meat & Fish","Fish","Online",0,2277,0,0,0,2277
"2513","Ba90655ns","Eggs, Meat & Fish","Mutton","Instore",0,1189,0,0,0,1189
"2514","Ba45328es","Food Grains","Organic Staples","Online",0,0,0,0,1805,1805
"2515","Be30691ks","Fruits & Veggies","Organic Fruits","Online",0,0,0,0,1991,1991
"2516","Be83439ks","Bakery","Breads & Buns","Instore",0,0,0,1919,1637,3556
"2517","Eg39240en","Bakery","Cakes","Instore",0,2174,0,0,0,2174
"2518","Eg63289sh","Beverages","Health Drinks","Instore",0,0,0,0,2389,2389
"2519","Fo58203es","Beverages","Soft Drinks","Online",0,4243,0,0,0,4243
"2520","Fr24891ts","Eggs, Meat & Fish","Chicken","Online",1469,517,0,0,827,2813
"2521","Fr85114es","Eggs, Meat & Fish","Fish","Instore",0,2253,0,0,0,2253
"2522","Fr67383es","Food Grains","Organic Staples","Online",0,0,0,0,1062,1062
"2523","Oi60663as","Fruits & Veggies","Fresh Fruits","Online",0,0,0,0,1741,1741
"2524","Oi91283es","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,0,1137,1137
"2525","Sn20399es","Fruits & Veggies","Organic Vegetables","Instore",862,0,0,0,0,862
"2526","Ba4404ns","Oil & Masala","Masalas","Online",0,0,0,2132,0,2132
"2527","Be49028ks","Oil & Masala","Spices","Online",0,1805,0,0,0,1805
"2528","Eg94080gs","Snacks","Noodles","Online",1980,0,0,0,0,1980
"2529","Fo18878ur","Bakery","Breads & Buns","Instore",0,1214,0,0,0,1214
"2530","Fo61036ce","Beverages","Health Drinks","Online",959,0,0,0,0,959
"2531","Fr52038es","Eggs, Meat & Fish","Eggs","Instore",0,1235,0,0,0,1235
"2532","Sn90635es","Food Grains","Atta & Flour","Online",0,1442,0,0,953,2395
"2533","Ba42782ns","Food Grains","Rice","Instore",0,1240,0,0,0,1240
"2534","Eg53965en","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,0,533,533
"2535","Eg85300sh","Snacks","Cookies","Instore",0,0,0,2032,0,2032
"2536","Fo9783ur","Bakery","Breads & Buns","Online",0,881,0,0,0,881
"2537","Fr75178ts","Eggs, Meat & Fish","Chicken","Instore",1067,0,0,0,0,1067
"2538","Fr82599es","Eggs, Meat & Fish","Fish","Online",0,0,0,2131,0,2131
"2539","Fr49358ts","Food Grains","Atta & Flour","Online",0,0,0,0,1707,1707
"2540","Fr24850es","Fruits & Veggies","Fresh Fruits","Online",0,0,0,1184,0,1184
"2541","Oi73930ee","Fruits & Veggies","Fresh Vegetables","Online",589,0,0,0,0,589
"2542","Oi6927es","Fruits & Veggies","Organic Fruits","Online",2351,0,0,1566,0,3917
"2543","Ba38996ns","Fruits & Veggies","Organic Vegetables","Instore",913,0,0,0,0,913
"2544","Be25813ks","Oil & Masala","Edible Oil & Ghee","Online",0,0,0,1239,0,1239
"2545","Eg5906gs","Oil & Masala","Spices","Online",0,0,0,0,966,966
"2546","Eg89139sh","Bakery","Breads & Buns","Instore",0,0,0,2156,0,2156
"2547","Fo25481es","Beverages","Health Drinks","Instore",0,0,0,826,0,826
"2548","Fr90407ts","Eggs, Meat & Fish","Eggs","Online",0,1735,0,0,1835,3570
"2549","Oi25619ee","Eggs, Meat & Fish","Fish","Online",1652,2100,0,979,0,4731
"2550","Sn71366es","Food Grains","Dals & Pulses","Instore",0,0,0,2291,0,2291
"2551","Ba90349ts","Fruits & Veggies","Organic Fruits","Instore",0,0,0,0,2311,2311
"2552","Ba18584es","Oil & Masala","Edible Oil & Ghee","Instore",0,1733,0,0,0,1733
"2553","Be59947ks","Snacks","Cookies","Online",1126,0,0,0,0,1126
"2554","Fo6555es","Bakery","Biscuits","Online",0,1651,0,0,0,1651
"2555","Fr12469ts","Bakery","Cakes","Instore",0,0,0,0,4943,4943
"2556","Fr30862es","Beverages","Health Drinks","Online",0,2022,0,1272,0,3294
"2557","Sn20282es","Food Grains","Dals & Pulses","Online",0,1863,0,0,0,1863
"2558","Ba71134es","Fruits & Veggies","Fresh Fruits","Online",2150,0,0,0,814,2964
"2559","Eg66073gs","Fruits & Veggies","Organic Vegetables","Online",0,0,0,829,0,829
"2560","Fo32791ur","Snacks","Cookies","Online",0,0,0,1390,2442,3832
"2561","Fo8786es","Bakery","Cakes","Instore",0,1081,0,0,0,1081
"2562","Fo66397ce","Eggs, Meat & Fish","Eggs","Online",0,1642,0,0,0,1642
"2563","Oi2587ee","Food Grains","Atta & Flour","Instore",0,3632,0,0,0,3632
"2564","Ba18418ts","Food Grains","Organic Staples","Instore",0,1099,0,0,1077,2176
"2565","Ba78358ns","Food Grains","Rice","Online",2384,0,0,0,0,2384
"2566","Ba32311es","Oil & Masala","Edible Oil & Ghee","Online",0,1470,0,0,0,1470
"2567","Be84136ks","Bakery","Biscuits","Online",0,1436,0,0,0,1436
"2568","Eg23688en","Bakery","Breads & Buns","Online",1666,0,0,0,0,1666
"2569","Fo68553es","Bakery","Cakes","Instore",0,673,0,0,1147,1820
"2570","Fr54218es","Beverages","Health Drinks","Instore",0,0,0,1707,0,1707
"2571","Oi14503as","Eggs, Meat & Fish","Chicken","Online",0,660,0,0,0,660
"2572","Oi37909es","Food Grains","Organic Staples","Online",0,0,0,0,2286,2286
"2573","Sn62028es","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,1668,1668
"2574","Sn44248es","Oil & Masala","Masalas","Instore",0,0,0,0,2157,2157
"2575","Sn60680es","Oil & Masala","Spices","Online",0,0,0,2280,0,2280
"2576","Be81478ks","Snacks","Chocolates","Online",0,0,0,904,0,904
"2577","Eg42410en","Snacks","Cookies","Online",0,1617,0,0,0,1617
"2578","Eg8961on","Snacks","Noodles","Instore",0,0,0,0,1815,1815
"2579","Fo64607es","Beverages","Soft Drinks","Online",0,0,0,0,1919,1919
"2580","Fr95331es","Eggs, Meat & Fish","Chicken","Online",0,0,0,0,2304,2304
"2581","Sn8078es","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,823,823
"2582","Sn42377es","Food Grains","Organic Staples","Online",898,0,0,0,0,898
"2583","Sn15329es","Fruits & Veggies","Organic Vegetables","Instore",0,619,0,0,0,619
"2584","Ba80436ns","Snacks","Chocolates","Instore",0,1251,0,0,0,1251
"2585","Be19250ks","Snacks","Cookies","Instore",0,0,0,0,706,706
"2586","Be4180ks","Snacks","Noodles","Instore",637,0,0,0,0,637
"2587","Fo61179es","Bakery","Breads & Buns","Online",0,0,0,0,1786,1786
"2588","Fo41118es","Beverages","Health Drinks","Online",0,0,0,0,2404,2404
"2589","Oi37394es","Beverages","Soft Drinks","Online",0,0,0,0,1552,1552
"2590","Sn55729es","Food Grains","Dals & Pulses","Instore",0,0,0,0,1368,1368
"2591","Ba66070es","Food Grains","Organic Staples","Online",0,1713,0,0,0,1713
"2592","Be5412ks","Oil & Masala","Spices","Instore",0,1360,0,0,0,1360
"2593","Be73557ks","Snacks","Chocolates","Instore",0,1306,0,0,0,1306
"2594","Eg87741en","Bakery","Cakes","Online",2396,0,0,0,0,2396
"2595","Eg42570gs","Beverages","Health Drinks","Online",520,0,0,0,0,520
"2596","Eg16514on","Beverages","Soft Drinks","Instore",1525,0,0,0,0,1525
"2597","Fo23472ur","Eggs, Meat & Fish","Chicken","Online",527,0,0,1243,0,1770
"2598","Fr51619es","Eggs, Meat & Fish","Eggs","Online",1632,0,0,0,0,1632
"2599","Oi97703ee","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,1998,1998
"2600","Sn49860es","Food Grains","Atta & Flour","Online",979,0,0,0,0,979
"2601","Sn58652es","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,0,2262,2262
"2602","Sn5752es","Oil & Masala","Edible Oil & Ghee","Instore",947,0,0,0,0,947
"2603","Be94565ks","Snacks","Chocolates","Instore",0,3691,0,1479,0,5170
"2604","Eg73908on","Snacks","Cookies","Online",0,0,0,1895,0,1895
"2605","Fo3703es","Snacks","Noodles","Online",506,0,0,0,0,506
"2606","Oi60344es","Beverages","Health Drinks","Instore",0,0,0,0,1099,1099
"2607","Sn42132es","Eggs, Meat & Fish","Mutton","Online",0,1966,0,0,0,1966
"2608","Ba31711ns","Food Grains","Organic Staples","Instore",2426,0,0,0,0,2426
"2609","Ba11295es","Oil & Masala","Spices","Instore",0,704,0,0,0,704
"2610","Be88317ks","Snacks","Noodles","Instore",1848,0,0,0,0,1848
"2611","Eg23141on","Bakery","Breads & Buns","Instore",0,0,0,1546,0,1546
"2612","Fo32196ce","Bakery","Cakes","Instore",2338,507,0,0,0,2845
"2613","Fr69199es","Beverages","Health Drinks","Instore",1548,0,0,0,0,1548
"2614","Fr54181es","Eggs, Meat & Fish","Mutton","Instore",1750,618,0,0,0,2368
"2615","Oi69945as","Food Grains","Rice","Online",1290,0,0,0,0,1290
"2616","Sn31095es","Fruits & Veggies","Fresh Vegetables","Instore",613,0,0,0,0,613
"2617","Be11619ks","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,2232,2232
"2618","Be88113ks","Oil & Masala","Masalas","Instore",0,769,0,0,0,769
"2619","Eg58957on","Snacks","Noodles","Online",861,0,0,0,0,861
"2620","Fo21852ur","Beverages","Health Drinks","Online",0,2411,0,0,1637,4048
"2621","Fr59116es","Beverages","Soft Drinks","Instore",0,0,0,1888,0,1888
"2622","Fr45373es","Eggs, Meat & Fish","Mutton","Instore",0,2165,0,0,0,2165
"2623","Oi70667as","Food Grains","Atta & Flour","Instore",0,0,0,2359,0,2359
"2624","Sn52738es","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,1288,896,2184
"2625","Ba40163es","Fruits & Veggies","Organic Vegetables","Online",1903,0,0,0,0,1903
"2626","Be87544ks","Oil & Masala","Masalas","Instore",2426,0,0,0,0,2426
"2627","Be592ks","Snacks","Cookies","Online",0,1710,0,1020,0,2730
"2628","Eg92439en","Bakery","Cakes","Online",0,1617,0,0,0,1617
"2629","Eg86569gs","Beverages","Health Drinks","Instore",1842,0,0,0,0,1842
"2630","Fo42856ur","Beverages","Soft Drinks","Online",0,0,0,1510,0,1510
"2631","Fr12849es","Eggs, Meat & Fish","Chicken","Instore",677,0,0,0,0,677
"2632","Fr95936es","Eggs, Meat & Fish","Eggs","Online",0,0,0,0,521,521
"2633","Oi28957as","Food Grains","Atta & Flour","Instore",1838,0,0,0,0,1838
"2634","Sn55653es","Fruits & Veggies","Fresh Vegetables","Online",0,700,0,0,0,700
"2635","Be18582ks","Fruits & Veggies","Organic Vegetables","Instore",0,2160,0,0,0,2160
"2636","Be14333ks","Oil & Masala","Masalas","Online",0,2261,0,0,0,2261
"2637","Eg72068en","Snacks","Noodles","Instore",0,0,0,0,2468,2468
"2638","Eg38777on","Beverages","Health Drinks","Instore",1866,0,0,0,0,1866
"2639","Fo51052ur","Beverages","Soft Drinks","Instore",1534,0,0,0,0,1534
"2640","Fr14453ts","Eggs, Meat & Fish","Chicken","Online",621,0,0,0,0,621
"2641","Fr86026ts","Eggs, Meat & Fish","Mutton","Online",643,0,0,0,0,643
"2642","Oi71678ee","Food Grains","Atta & Flour","Instore",0,1689,0,0,0,1689
"2643","Oi58820es","Fruits & Veggies","Fresh Fruits","Instore",0,809,0,0,0,809
"2644","Sn87238es","Fruits & Veggies","Organic Fruits","Instore",0,0,0,0,705,705
"2645","Ba80182ts","Oil & Masala","Edible Oil & Ghee","Instore",0,0,0,0,1680,1680
"2646","Ba93209ns","Oil & Masala","Spices","Instore",0,929,0,0,0,929
"2647","Be4497ks","Snacks","Cookies","Online",2259,0,0,0,0,2259
"2648","Be14991ks","Bakery","Biscuits","Instore",0,721,0,0,1372,2093
"2649","Eg19791en","Bakery","Breads & Buns","Online",2251,0,0,0,1717,3968
"2650","Eg22491sh","Beverages","Health Drinks","Online",0,0,0,0,1082,1082
"2651","Eg62811on","Beverages","Soft Drinks","Instore",1863,0,0,0,0,1863
"2652","Oi65969ee","Eggs, Meat & Fish","Chicken","Instore",0,0,0,0,1723,1723
"2653","Oi71271as","Eggs, Meat & Fish","Fish","Online",0,1132,0,0,1005,2137
"2654","Sn44558es","Eggs, Meat & Fish","Mutton","Online",0,0,0,2265,0,2265
"2655","Ba89607es","Oil & Masala","Edible Oil & Ghee","Instore",0,783,0,0,0,783
"2656","Fo15868ur","Oil & Masala","Masalas","Instore",0,1678,0,0,0,1678
"2657","Fo56105ce","Snacks","Cookies","Instore",0,2991,0,0,0,2991
"2658","Oi79211as","Bakery","Cakes","Instore",1259,0,0,0,0,1259
"2659","Oi2969es","Food Grains","Atta & Flour","Online",0,2350,0,0,0,2350
"2660","Sn43962es","Food Grains","Rice","Instore",0,1630,0,0,0,1630
"2661","Sn91114es","Oil & Masala","Masalas","Online",0,2484,1254,0,0,3738
"2662","Ba67681ts","Oil & Masala","Spices","Online",0,0,0,0,2115,2115
"2663","Ba27502es","Snacks","Chocolates","Instore",2070,0,0,0,0,2070
"2664","Eg71447on","Snacks","Noodles","Online",2251,1792,0,0,0,4043
"2665","Oi79119ee","Bakery","Biscuits","Online",0,994,0,0,0,994
"2666","Oi48886as","Bakery","Cakes","Instore",0,1970,0,2153,0,4123
"2667","Ba22163es","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,1375,1375
"2668","Eg30123on","Oil & Masala","Edible Oil & Ghee","Online",1182,1153,0,0,0,2335
"2669","Fr64804es","Oil & Masala","Masalas","Online",0,0,0,0,1546,1546
"2670","Fr42327es","Bakery","Cakes","Instore",0,0,0,1636,0,1636
"2671","Oi31579es","Eggs, Meat & Fish","Mutton","Online",0,0,0,1073,0,1073
"2672","Ba81367ns","Fruits & Veggies","Fresh Vegetables","Instore",0,740,0,0,0,740
"2673","Ba84438es","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,2256,2187,4443
"2674","Be28398ks","Oil & Masala","Spices","Instore",2378,0,0,0,0,2378
